,C_Bio,C_Che,Method,Time,Tgt,Strain,K,Strategy,E_Bio,E_Che,ICB_Bio,ICB_Che,ICC_Bio,ICC_Che
68,0.1932014571482341,0.277806291872377,M,24.441999912261963,80,iJO,2,"['ACKr', 'ALCD2x']",0.1932014666914948,5.8907059976206,0.1948076863939541,0.0645717349628856,0.1932014666914948,0.2778035986716745
69,0.2400860500268504,0.2503715222667482,O,24.206000089645386,80,iJO,3,"['FRD2', 'FUM', 'SUCOAS']",0.1932014666914948,5.8907059976206,0.2400860500268249,0.2503713364099896,0.1932014666914948,3.615015040139776
70,0.2400860500268254,0.2503716882270228,P,9.084999799728394,80,iJO,3,"['FRD2', 'FUM', 'MDH2']",0.1932014666914948,5.8907059976206,0.2400860500268236,0.2503713364099964,0.1932014666914948,3.615015040145636
71,0.1932014571482341,0.5176479853219028,M,10.949999809265137,80,iJO,3,"['HEX1', 'PYK', 'PTAr']",0.1932014666914948,5.8907059976206,0.197182623373763,0.0653589410739609,0.1932014666914948,0.5176460909891603
72,0.2400860500268277,0.2503715499949461,O,0.8889999389648438,90,iJO,1,['FUM'],0.2173516500279316,2.985377580652972,0.2400860500268259,0.2503713364099685,0.2173516500279316,1.8818919201753528
73,0.2415018320297185,0.0800491632518986,P,0.3680000305175781,90,iJO,1,['PGL'],0.2173516500279316,2.985377580652972,0.2415018320297192,0.0800491632518786,0.2173516500279316,2.98537787047802
74,0.2400855731849786,0.2504059687261831,M,14.36899995803833,90,iJO,1,['FUM'],0.2173516500279316,2.985377580652972,0.2400860500268283,0.2503713364099716,0.2173516500279316,1.881891920162161
75,0.2400860500268244,0.2503716505305162,O,3.544999837875366,90,iJO,2,"['FUM', 'G6PDH2r']",0.2173516500279316,2.985377580652972,0.2400860500268267,0.2503713364100003,0.2173516500279316,1.8818919201629445
76,0.2400860500268267,0.250371860667221,P,1.560999870300293,90,iJO,2,"['FUM', 'PGL']",0.2173516500279316,2.985377580652972,0.2400860500268269,0.2503713364099649,0.2173516500279316,1.881891920189428
77,0.2393990530506292,0.2523947955368323,M,13.010999917984009,90,iJO,2,"['FUM', 'TALA']",0.2173516500279316,2.985377580652972,0.239436580303531,0.2496940434036827,0.2173516500279316,1.8389673601479184
78,0.2388125906181124,0.2490585904730164,O,16.29699993133545,90,iJO,3,"['FUM', 'GLCabcpp', 'RPE']",0.2173516500279316,2.985377580652972,0.2388128577864549,0.2490436006140221,0.2173516500279316,1.7975247036879054
79,0.2400860500268248,0.2503713364099676,P,4.8480000495910645,90,iJO,3,"['FUM', 'GND', 'HEX1']",0.2173516500279316,2.985377580652972,0.2400860500268272,0.2503713364099678,0.2173516500279316,1.8818916593411672
80,0.2400857698458625,0.2503916293410087,M,7.134000062942505,90,iJO,3,"['FUM', 'FBA', 'GND']",0.2173516500279316,2.985377580652972,0.2400860500268233,0.2503713364099876,0.2173516500279316,1.8818919201637645
0,0.0921948093455284,25.185225271196828,O,0.2630000114440918,10,iJR,1,['CS'],0.0921948095050571,25.185221824678187,0.0921947747071798,17.996108287293662,0.0921948095050571,25.18522183000696
1,0.9014927680505256,0.3227808699930087,P,0.1719999313354492,10,iJR,1,['G6PDH2r'],0.0921948095050571,25.185221824678187,0.9014927680493894,0.3227808700178088,0.0921948095050571,25.185221827889443
2,0.624997519600381,6.415985581630359,M,1.8829998970031736,10,iJR,1,['GAPD'],0.0921948095050571,25.185221824678187,0.6250126846007271,6.415016327081145,0.0921948095050571,24.021196827277397
3,0.0921948093455284,25.18522704298871,O,0.3249998092651367,10,iJR,2,"['ACALD', 'CS']",0.0921948095050571,25.185221824678187,0.0921947933654972,17.99643056408975,0.0921948095050571,25.185221831686917
4,0.9219480945030228,0.0,P,0.1419999599456787,10,iJR,2,"['HEX1', 'MDH3']",0.0921948095050571,25.185221824678187,0.9219480950725948,0.0,0.0921948095050571,25.00498317609929
5,0.5321639693166781,8.403184745887714,M,3.0460000038146973,10,iJR,2,"['G6PDH2r', 'PGK']",0.0921948095050571,25.185221824678187,0.5321873687362303,8.38374766720287,0.0921948095050571,23.54227707432516
6,0.0921948093455284,25.185227766030465,O,0.2300000190734863,10,iJR,3,"['CS', 'MDH3', 'PYK']",0.0921948095050571,25.185221824678187,0.0921947965623588,17.992650508393336,0.0921948095050571,25.18522182941064
7,0.9219480944448152,0.0,P,0.1529998779296875,10,iJR,3,"['MDH2', 'MDH3', 'PFL']",0.0921948095050571,25.185221824678187,0.9219480950724682,0.0,0.0921948095050571,25.159334876963563
8,0.496500880298527,9.209214647195145,M,6.515999794006348,10,iJR,3,"['G6PDH2r', 'GAPD', 'MDH']",0.0921948095050571,25.185221824678187,0.4965204711518082,9.207863038670958,0.0921948095050571,23.532636918327054
9,0.1843896190120427,22.8775910100126,O,0.2139999866485595,20,iJR,1,['CS'],0.1843896190101142,22.8775614494251,0.1843896043736567,15.98956478019465,0.1843896190101142,22.87756144455095
10,0.9014927680505256,0.3227808699930087,P,0.1690001487731933,20,iJR,1,['G6PDH2r'],0.1843896190101142,22.8775614494251,0.9014927680493894,0.3227808700178088,0.1843896190101142,22.87756144546211
11,0.6250126844973263,6.415191026081719,M,2.0370001792907715,20,iJR,1,['GAPD'],0.1843896190101142,22.8775614494251,0.6250126846007271,6.415016327081145,0.1843896190101142,21.38522327692959
12,0.1843896188074723,22.877593529231454,O,0.2909998893737793,20,iJR,2,"['CS', 'MDH3']",0.1843896190101142,22.8775614494251,0.18438960571349,15.985279076477148,0.1843896190101142,22.87756144732437
13,0.9219480946776456,0.0,P,0.1610000133514404,20,iJR,2,"['ACALD', 'MDH2']",0.1843896190101142,22.8775614494251,0.921948095071929,0.0,0.1843896190101142,22.87756144549401
14,0.5321755740372521,8.395513416351132,M,3.261000156402588,20,iJR,2,"['G6PDH2r', 'GAPD']",0.1843896190101142,22.8775614494251,0.5321873686234698,8.383747666527453,0.1843896190101142,20.582716339499424
15,0.1843896188074723,22.87759442689453,O,0.1779999732971191,20,iJR,3,"['CS', 'MDH3', 'PYK']",0.1843896190101142,22.8775614494251,0.1843896056864823,15.9852790770651,0.1843896190101142,22.87756145053348
16,0.9219480945030228,0.0,P,0.1479997634887695,20,iJR,3,"['MDH2', 'MDH3', 'PFL']",0.1843896190101142,22.8775614494251,0.9219480950724682,0.0,0.1843896190101142,22.825787108809685
17,0.1843896188074723,22.8775913030255,M,1.442000150680542,20,iJR,3,"['ICDHyr', 'MDH2', 'PFK']",0.1843896190101142,22.8775614494251,0.1843896083254419,15.99219362948491,0.1843896190101142,22.8775614443987
18,0.2765844283858314,20.50489978901512,O,0.2259998321533203,30,iJR,1,['CS'],0.2765844285151713,20.5048964391773,0.2765844156311524,13.988290375472891,0.2765844285151713,20.504896408063946
19,0.9014927680505256,0.3227808699930087,P,0.1680002212524414,30,iJR,1,['G6PDH2r'],0.2765844285151713,20.5048964391773,0.9014927680493894,0.3227808700178088,0.2765844285151713,20.504896437892477
20,0.6250126844973316,6.415190302265618,M,2.1120002269744877,30,iJR,1,['PGK'],0.2765844285151713,20.5048964391773,0.6250126845196815,6.415016326893685,0.2765844285151713,18.712213761924403
21,0.2765844283858314,20.50494271420448,O,0.3159999847412109,30,iJR,2,"['CS', 'MDH2']",0.2765844285151713,20.5048964391773,0.2765844159456184,0.0,0.2765844285151713,20.504896437985877
22,0.9219480947358534,0.0,P,0.1430001258850097,30,iJR,2,"['ACALD', 'MDH2']",0.2765844285151713,20.5048964391773,0.921948095071929,0.0,0.2765844285151713,20.504896436696686
23,0.5321839931648537,8.388568015923191,M,3.0410001277923584,30,iJR,2,"['PGK', 'PGL']",0.2765844285151713,20.5048964391773,0.5321873686226092,8.383747666546396,0.2765844285151713,17.622559360619107
24,0.2765844283858314,20.504942734469516,O,0.2160000801086425,30,iJR,3,"['CS', 'MDH3', 'PYK']",0.2765844285151713,20.5048964391773,0.276584411963535,13.977918539534915,0.2765844285151713,20.504896434677548
25,0.9219480945612304,0.0,P,0.1459999084472656,30,iJR,3,"['FRD2', 'MDH2', 'MDH3']",0.2765844285151713,20.5048964391773,0.9219480950725978,0.0,0.2765844285151713,20.504896440643343
26,0.4965188083977168,9.208122400851392,M,9.850000143051147,30,iJR,3,"['G6PDH2r', 'MDH', 'PGK']",0.2765844285151713,20.5048964391773,0.4965204711504641,9.207863038700244,0.2765844285151713,17.591804705513507
27,0.3687792377895675,18.026104394224337,O,0.2360000610351562,40,iJR,1,['CS'],0.3687792380202284,18.026045086562508,0.3687792011301432,11.984387596376305,0.3687792380202284,18.026045089340688
28,0.368779608227909,0.0,P,0.1360001564025879,40,iJR,1,['G6PDH2r'],0.3687792380202284,18.026045086562508,0.9044873037387974,0.2574180215479282,0.3687792380202284,18.02604508391295
29,0.6250126844973245,6.415191060881325,M,1.7000000476837158,40,iJR,1,['GAPD'],0.3687792380202284,18.026045086562508,0.6250126846007271,6.415016327081145,0.3687792380202284,15.787118345080948
30,0.3687792377895675,18.02604827026504,O,0.3040001392364502,40,iJR,2,"['CS', 'HEX1']",0.3687792380202284,18.026045086562508,0.3687792212608246,11.984387158465749,0.3687792380202284,18.02604508156224
31,0.9219480948522688,0.0,P,0.1529998779296875,40,iJR,2,"['ACALD', 'MDH2']",0.3687792380202284,18.026045086562508,0.921948095071929,0.0,0.3687792380202284,18.026045087727415
32,0.5321833205080204,8.389113488568464,M,3.014000177383423,40,iJR,2,"['PGK', 'PGL']",0.3687792380202284,18.026045086562508,0.5321873686226092,8.383747666546396,0.3687792380202284,14.66240238139928
33,0.3687792377895675,18.026105714528452,O,0.1730000972747802,40,iJR,3,"['CS', 'MDH3', 'PYK']",0.3687792380202284,18.026045086562508,0.3687792195816611,11.970557974965528,0.3687792380202284,18.026045086253397
34,0.9219480945612304,0.0,P,0.1480000019073486,40,iJR,3,"['FRD2', 'MDH2', 'MDH3']",0.3687792380202284,18.026045086562508,0.9219480950725978,0.0,0.3687792380202284,18.026045085186286
35,0.4965183246783387,9.20815070359521,M,9.624000072479248,40,iJR,3,"['G6PDH2r', 'GAPD', 'MDH']",0.3687792380202284,18.026045086562508,0.4965204711518082,9.207863038670958,0.3687792380202284,14.62139616442227
36,0.460974030662328,15.523933845655478,O,0.2309999465942382,50,iJR,1,['CS'],0.4609740475252855,15.523860701425512,0.4609739939763865,9.980484656591347,0.4609740475252855,15.52386070171084
37,0.9219480950724632,0.0,P,0.1589999198913574,50,iJR,1,['MDH3'],0.4609740475252855,15.523860701425512,0.9219480950724672,0.0,0.4609740475252855,15.523860704117556
38,0.6250126844973316,6.415190652541979,M,1.7929999828338623,50,iJR,1,['GAPD'],0.4609740475252855,15.523860701425512,0.6250126846007271,6.415016327081145,0.4609740475252855,12.8334114365224
39,0.460974030662328,15.523933969118398,O,0.5720000267028809,50,iJR,2,"['ACALD', 'ICDHyr']",0.4609740475252855,15.523860701425512,0.4609740230120826,9.980484025637924,0.4609740475252855,15.523860698888893
40,0.9219480947358534,0.0,P,0.1740000247955322,50,iJR,2,"['ACALD', 'MDH2']",0.4609740475252855,15.523860701425512,0.921948095071929,0.0,0.4609740475252855,15.52386070628534
41,0.5321862508767928,8.38667936296616,M,3.05400013923645,50,iJR,2,"['PGK', 'PGL']",0.4609740475252855,15.523860701425512,0.5321873686226092,8.383747666546396,0.4609740475252855,11.2563902178416
42,0.460974030662328,15.523935427585185,O,0.2619998455047607,50,iJR,3,"['CS', 'MDH3', 'PYK']",0.4609740475252855,15.523860701425512,0.4609740142812478,9.96319769059199,0.4609740475252855,15.52386070524596
43,0.9219480945612304,0.0,P,0.1600000858306884,50,iJR,3,"['MDH2', 'MDH3', 'PFL']",0.4609740475252855,15.523860701425512,0.92194809507247,0.0,0.4609740475252855,15.426892046792934
44,0.460974030662328,13.328453344402796,M,1.8859999179840088,50,iJR,3,"['GND', 'PYK', 'RPE']",0.4609740475252855,15.523860701425512,0.4609960357187079,9.980358921970153,0.4609740475252855,13.328613026259903
45,0.5531688415212557,13.021762902365944,O,0.2279999256134033,60,iJR,1,['CS'],0.5531688570303426,13.021676327518836,0.5531688287465761,7.978516896327612,0.5531688570303426,13.021676332529848
46,0.9219480950724632,0.0,P,0.1519999504089355,60,iJR,1,['MDH3'],0.5531688570303426,13.021676327518836,0.9219480950724672,0.0,0.5531688570303426,13.02167633032705
47,0.6250126844973316,6.415021227033541,M,1.6959998607635498,60,iJR,1,['GAPD'],0.5531688570303426,13.021676327518836,0.6250126846007271,6.415016327081145,0.5531688570303426,9.32082308954998
48,0.5531687656912255,13.021766714837067,O,0.3310000896453857,60,iJR,2,"['AKGDH', 'CS']",0.5531688570303426,13.021676327518836,0.5531687490818511,7.978518629236515,0.5531688570303426,13.02167633518158
49,0.9219480950724698,0.0,P,0.1649999618530273,60,iJR,2,"['ACALD', 'MDH2']",0.5531688570303426,13.021676327518836,0.921948095071929,0.0,0.5531688570303426,13.02167632794473
50,0.5531688415212557,10.846696475529573,M,2.719000101089477,60,iJR,2,"['PGM', 'TALA', 'RPE']",0.5531688570303426,13.021676327518836,0.7264790102685025,4.142871485030514,0.5531688570303426,10.846586646409886
51,0.5531688415212557,13.021764150870432,O,0.242999792098999,60,iJR,3,"['CS', 'G6PDH2r', 'MDH3']",0.5531688570303426,13.021676327518836,0.5531688249729847,7.976580888703973,0.5531688570303426,13.021676331585285
52,0.9219480946776456,0.0,P,0.1640000343322754,60,iJR,3,"['MDH2', 'MDH3', 'PFL']",0.5531688570303426,13.021676327518836,0.92194809507247,0.0,0.5531688570303426,12.905313943375514
53,0.5531688415212557,12.4090687930848,M,2.117000102996826,60,iJR,3,"['GND', 'PGI', 'RPE']",0.5531688570303426,13.021676327518836,0.8223115091848487,2.126621261852163,0.5531688570303426,12.40898765398877
54,0.6453636523801833,10.435412618190004,O,0.1770000457763672,70,iJR,1,['CS'],0.6453636665353997,10.435300950772891,0.6453636156924811,5.9749367684236345,0.6453636665353997,10.435300781148433
55,0.9219480950724632,0.0,P,0.1490001678466797,70,iJR,1,['MDH3'],0.6453636665353997,10.435300950772891,0.9219480950724672,0.0,0.6453636665353997,10.435300957759042
56,0.745290478812457,3.800804595472766,M,1.8029999732971191,70,iJR,1,['ENO'],0.6453636665353997,10.435300950772891,0.7452932946305163,3.8006531937564345,0.6453636665353997,7.639413644150575
57,0.6453636523801833,10.435412508216771,O,0.2380001544952392,70,iJR,2,"['CS', 'MDH2']",0.6453636665353997,10.435300950772891,0.6453636156924819,5.974936768549124,0.6453636665353997,10.43530095808218
58,0.92194809507247,0.0,P,0.1699998378753662,70,iJR,2,"['MDH3', 'PFL']",0.6453636665353997,10.435300950772891,0.92194809507247,0.0,0.6453636665353997,10.383735826046651
59,0.6453636523801833,10.367022192970662,M,1.758000135421753,70,iJR,2,"['G6PDH2r', 'GND', 'RPE']",0.6453636665353997,10.435300950772891,0.6453793654941259,5.963214841698919,0.6453636665353997,10.367087483208891
